"Downloaded on",02/17/2020,"12:00:27 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22102%22%2C%22101%22%2C%22100%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 425",https://www.congress.gov/bill/100th-congress/senate-bill/425,"100th Congress (1987-1988)",,"A bill for the relief of Sukhjit Kuldip Singh Saund.","Sen. Moynihan, Daniel Patrick [D-NY]",01/29/1987,,,,0,"House - Judiciary | Senate - Judiciary",10/03/1988,"Became Private Law No: 100-18."
"S. 423",https://www.congress.gov/bill/100th-congress/senate-bill/423,"100th Congress (1987-1988)",,"A bill for the relief of Kil Joon Yu Callahan.","Sen. Kerry, John F. [D-MA]",01/29/1987,,,,0,"House - Judiciary | Senate - Judiciary",11/19/1987,"Became Private Law No: 100-2."
"S. 393",https://www.congress.gov/bill/100th-congress/senate-bill/393,"100th Congress (1987-1988)",,"A bill for the relief of Emilie Santos.","Sen. Levin, Carl [D-MI]",01/28/1987,,,,0,"House - Judiciary | Senate - Judiciary",05/20/1988,"Became Private Law No: 100-14."
"S. 391",https://www.congress.gov/bill/100th-congress/senate-bill/391,"100th Congress (1987-1988)",,"A bill for the relief of Hyong Cha Kim Kay.","Sen. Levin, Carl [D-MI]",01/28/1987,,,,0,"House - Judiciary | Senate - Judiciary",10/25/1988,"Became Private Law No: 100-23."
"S. 328",https://www.congress.gov/bill/100th-congress/senate-bill/328,"100th Congress (1987-1988)",,"Prompt Payment Act Amendments of 1988","Sen. Sasser, Jim [D-TN]",01/20/1987,,,,88,"House - Government Operations | Senate - Governmental Affairs",10/17/1988,"Became Public Law No: 100-496."
"S. 253",https://www.congress.gov/bill/100th-congress/senate-bill/253,"100th Congress (1987-1988)",,"A bill to convey Forest Service land to Flagstaff, Arizona.","Sen. DeConcini, Dennis [D-AZ]",01/06/1987,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/16/1988,"Became Public Law No: 100-665."
"S. 247",https://www.congress.gov/bill/100th-congress/senate-bill/247,"100th Congress (1987-1988)",,"A bill to designate the Kern River as a national wild and scenic river.","Sen. Cranston, Alan [D-CA]",01/06/1987,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/24/1987,"Became Public Law No: 100-174."
"S. 136",https://www.congress.gov/bill/100th-congress/senate-bill/136,"100th Congress (1987-1988)",,"Native Hawaiian Health Care Act of 1988","Sen. Inouye, Daniel K. [D-HI]",01/06/1987,,,,2,"Senate - Indian Affairs",10/31/1988,"Became Public Law No: 100-579."
"S. 90",https://www.congress.gov/bill/100th-congress/senate-bill/90,"100th Congress (1987-1988)",,"Big Cypress National Preserve Addition Act","Sen. Chiles, Lawton [D-FL]",01/06/1987,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",04/29/1988,"Became Public Law No: 100-301."
"S. 83",https://www.congress.gov/bill/100th-congress/senate-bill/83,"100th Congress (1987-1988)",,"National Appliance Energy Conservation Act of 1987","Sen. Johnston, J. Bennett [D-LA]",01/06/1987,,,,68,"Senate - Energy and Natural Resources",03/17/1987,"Became Public Law No: 100-12."
"S. 59",https://www.congress.gov/bill/100th-congress/senate-bill/59,"100th Congress (1987-1988)",,"National Forest and Public Lands of Nevada Enhancement Act of 1988","Sen. Hecht, Chic [R-NV]",01/06/1987,,,,1,"Senate - Energy and Natural Resources",10/28/1988,"Became Public Law No: 100-550."
"S. 52",https://www.congress.gov/bill/100th-congress/senate-bill/52,"100th Congress (1987-1988)",,"Continental Scientific Drilling and Exploration Act","Sen. Pressler, Larry [R-SD]",01/06/1987,,,,12,"House - Interior and Insular Affairs, Science, Space and Technology | Senate - Energy and Natural Resources",09/22/1988,"Became Public Law No: 100-441."
"S. 11",https://www.congress.gov/bill/100th-congress/senate-bill/11,"100th Congress (1987-1988)",,"A bill to amend title 38, United States Code, to establish certain procedures for the adjudication of claims for benefits under laws administered by the Veterans' Administration; to apply the provisions of section 553 of title 5, United States Code, to rule-making procedures of the Veterans' Administration; to provide for judicial review of certain final decisions of the Board of veterans' Appeals; to provide for the payment of reasonable fees to attorneys for rendering legal representation to individuals claiming benefits under laws administered by the Veterans' Administration, and for other purposes.","Sen. Cranston, Alan [D-CA]",01/06/1987,,,,31,"House - Veterans' Affairs | Senate - Veterans' Affairs",11/18/1988,"Became Public Law No: 100-687."
"S.J.Res. 395",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/395,"100th Congress (1987-1988)",,"A joint resolution to designate January 4, 1989, as ""National Commissioned Corps of the Public Health Service Centennial Day"".","Sen. Hatch, Orrin G. [R-UT]",10/21/1988,,,,29,,11/10/1988,"Became Public Law No: 100-652."
"S.J.Res. 386",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/386,"100th Congress (1987-1988)",,"A joint resolution to designate the week of June 18 through June 24, 1989 as ""National Grasslands Week"".","Sen. Conrad, Kent [D-ND]",09/27/1988,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",11/15/1988,"Became Public Law No: 100-664."
"S.J.Res. 381",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/381,"100th Congress (1987-1988)",,"A joint resolution to designate October 30, 1988 as ""Fire Safety at Home Day - Change Your Clock, Change Your Battery"".","Sen. Bond, Christopher S. [R-MO]",09/19/1988,,,,37,"House - Post Office and Civil Service | Senate - Judiciary",11/03/1988,"Became Public Law No: 100-604."
"S.J.Res. 378",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/378,"100th Congress (1987-1988)",,"A joint resolution designating the week of October 2 through 8, 1988, as ""National Wild and Scenic Rivers Act Week"".","Sen. Heinz, John [R-PA]",09/14/1988,,,,10,"House - Post Office and Civil Service | Senate - Judiciary",11/05/1988,"Became Public Law No: 100-624."
"S.J.Res. 374",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/374,"100th Congress (1987-1988)",,"A joint resolution to provide for a settlement of the labor-management dispute between the Chicago and North Western Transportation Company and the United Transportation Union.","Sen. Simon, Paul [D-IL]",09/08/1988,,,,2,,09/09/1988,"Became Public Law No: 100-429."
"S.J.Res. 365",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/365,"100th Congress (1987-1988)",,"A joint resolution to designate January 28, 1989, as ""National Challenger Center Day"" to honor the crew of the space shuttle Challenger.","Sen. Garn, E. J. (Jake) [R-UT]",08/10/1988,,,,55,"House - Post Office and Civil Service | Senate - Judiciary",11/17/1988,"Became Public Law No: 100-684."
"S.J.Res. 364",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/364,"100th Congress (1987-1988)",,"A joint resolution to designate the week of October 2 through October 8, 1988, as ""National Paralysis Awareness Week.""","Sen. Helms, Jesse [R-NC]",08/10/1988,,,,53,"Senate - Judiciary",10/13/1988,"Became Public Law No: 100-484."
"S.J.Res. 356",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/356,"100th Congress (1987-1988)",,"A joint resolution to provide for the extension of a temporary prohibition of strikes or lockout with respect to the Chicago and Northwestern Transportation company labor-management dispute.","Sen. Simon, Paul [D-IL]",08/02/1988,,,,4,,08/04/1988,"Became Public Law No: 100-380."
"S.J.Res. 352",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/352,"100th Congress (1987-1988)",,"A joint resolution designating September 24, 1989, as ""United States Marshals Bicentennial Day"".","Sen. Warner, John [R-VA]",07/26/1988,,,,51,"Senate - Judiciary",11/17/1988,"Became Public Law No: 100-683."
"S.J.Res. 350",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/350,"100th Congress (1987-1988)",,"A joint resolution designating Labor Day Weekend, September 3-5, 1988, as ""National Drive for Life Weekend.""","Sen. Simon, Paul [D-IL]",07/13/1988,,,,64,"House - Post Office and Civil Service | Senate - Judiciary",08/16/1988,"Became Public Law No: 100-397."
"S.J.Res. 342",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/342,"100th Congress (1987-1988)",,"A joint resolution to designate the week of November 28 through December 5, 1988, as ""National Book Week.""","Sen. Moynihan, Daniel Patrick [D-NY]",06/20/1988,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",11/07/1988,"Became Public Law No: 100-635."
"S.J.Res. 340",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/340,"100th Congress (1987-1988)",,"A designating November 27 through December 3, 1988, as ""National Sir Winston Churchill Recognition Week"".","Sen. Packwood, Bob [R-OR]",06/16/1988,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",11/15/1988,"Became Public Law No: 100-663."
"S.J.Res. 338",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/338,"100th Congress (1987-1988)",,"A joint resolution to designate August 1, 1988, as ""Helsinki Human Rights Day"".","Sen. DeConcini, Dennis [D-AZ]",06/14/1988,,,,65,"House - Foreign Affairs, Post Office and Civil Service | Senate - Judiciary",08/01/1988,"Became Public Law No: 100-377."
"S.J.Res. 336",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/336,"100th Congress (1987-1988)",,"A joint resolution designating October 16, 1988, as ""World Food Day"".","Sen. Danforth, John C. [R-MO]",06/10/1988,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",09/28/1988,"Became Public Law No: 100-451."
"S.J.Res. 335",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/335,"100th Congress (1987-1988)",,"A joint resolution to designate the last full week of October, October 23 through October 29, 1988, as ""National Adult Immunization Awareness Week"".","Sen. Melcher, John [D-MT]",06/08/1988,,,,55,"House - Post Office and Civil Service | Senate - Judiciary",11/03/1988,"Became Public Law No: 100-603."
"S.J.Res. 333",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/333,"100th Congress (1987-1988)",,"A joint resolution to designate the week of October 9, 1988, through October 15, 1988, as ""National Job Skills Week"".","Sen. Gore, Albert, Jr. [D-TN]",05/27/1988,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",10/03/1988,"Became Public Law No: 100-469."
"S.J.Res. 332",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/332,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing December 11, 1988, and ending December 17, 1988, as ""National Drunk and Drugged Driving Awareness Week"".","Sen. Humphrey, Gordon J. [R-NH]",05/27/1988,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",11/17/1988,"Became Public Law No: 100-682."
"S.J.Res. 329",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/329,"100th Congress (1987-1988)",,"A joint resolution to designate October 24-30, 1988 as Drug Free America Week.","Sen. Stevens, Ted [R-AK]",05/26/1988,,,,65,"House - Post Office and Civil Service | Senate - Judiciary",09/29/1988,"Became Public Law No: 100-455."
"S.J.Res. 328",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/328,"100th Congress (1987-1988)",,"A joint resolution to designate the day of September 14, 1988, as ""National Medical Research Day"".","Sen. Weicker, Lowell P., Jr. [R-CT]",05/25/1988,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",09/16/1988,"Became Public Law No: 100-434."
"S.J.Res. 327",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/327,"100th Congress (1987-1988)",,"A joint resolution commemorating January 28, 1989, as a ""National Day of Excellence"" in honor of the crew of the space shuttle Challenger.","Sen. Glenn, John H., Jr. [D-OH]",05/25/1988,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",11/17/1988,"Became Public Law No: 100-681."
"S.J.Res. 325",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/325,"100th Congress (1987-1988)",,"A joint resolution designating the third week in May 1989 as ""National Tourism Week.""","Sen. Rockefeller, John D., IV [D-WV]",05/20/1988,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",11/16/1988,"Became Public Law No: 100-672."
"S.J.Res. 324",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/324,"100th Congress (1987-1988)",,"A joint resolution to designate February 1989 as ""America Loves Its Kids Month"".","Sen. Durenberger, Dave [R-MN]",05/20/1988,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",11/03/1988,"Became Public Law No: 100-602."
"S.J.Res. 322",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/322,"100th Congress (1987-1988)",,"A joint resolution to designate the week of September 23-30, 1988, as ""National American Indian Heritage Week"".","Sen. Shelby, Richard C. [D-AL]",05/19/1988,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",09/28/1988,"Became Public Law No: 100-450."
"S.J.Res. 319",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/319,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing November 6, 1988, and ending November 12, 1988, as ""National Disabled Americans Week"".","Sen. Leahy, Patrick J. [D-VT]",05/16/1988,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",11/05/1988,"Became Public Law No: 100-623."
"S.J.Res. 318",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/318,"100th Congress (1987-1988)",,"A joint resolution to designate the week of July 25-31, 1988, as the ""National Week of Recognition and Remembrance for Those Who Served in the Korean War.""","Sen. Armstrong, William L. [R-CO]",05/12/1988,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",07/26/1988,"Became Public Law No: 100-375."
"S.J.Res. 317",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/317,"100th Congress (1987-1988)",,"A joint resolution commemorating the bicentennial of the French Revolution and the Declaration of the Rights of Man and of the Citizen.","Sen. Pell, Claiborne [D-RI]",05/12/1988,,,,1,"House - Foreign Affairs, House Administration | Senate - Foreign Relations",10/11/1988,"Became Public Law No: 100-482."
"S.J.Res. 315",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/315,"100th Congress (1987-1988)",,"A joint resolution designating 1989 as, ""Year of the Young Reader"".","Sen. DeConcini, Dennis [D-AZ]",05/10/1988,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",11/15/1988,"Became Public Law No: 100-662."
"S.J.Res. 314",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/314,"100th Congress (1987-1988)",,"A joint resolution designating October 1988 as ""Pregnancy and Infant Loss Awareness Month"".","Sen. Boschwitz, Rudy [R-MN]",05/10/1988,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",11/15/1988,"Became Public Law No: 100-661."
"S.J.Res. 306",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/306,"100th Congress (1987-1988)",,"A joint resolution designating the day of August 7, 1989, as ""National Lighthouse Day.""","Sen. Chafee, John H. [R-RI]",04/28/1988,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",11/05/1988,"Became Public Law No: 100-622."
"S.J.Res. 304",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/304,"100th Congress (1987-1988)",,"A joint resolution designating July 2, 1988, as ""National Literacy Day.""","Sen. Lautenberg, Frank R. [D-NJ]",04/26/1988,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",07/07/1988,"Became Public Law No: 100-363."
"S.J.Res. 303",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/303,"100th Congress (1987-1988)",,"A joint resolution to designate the month of October, 1988 as ""National Lupus Awareness Month.""","Sen. Shelby, Richard C. [D-AL]",04/26/1988,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",11/16/1988,"Became Public Law No: 100-671."
"S.J.Res. 302",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/302,"100th Congress (1987-1988)",,"A joint resolution to designate October 1988 as ""National Down Syndrome Month.""","Sen. Lugar, Richard G. [R-IN]",04/25/1988,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",11/03/1988,"Became Public Law No: 100-601."
"S.J.Res. 301",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/301,"100th Congress (1987-1988)",,"A joint resolution designating January 20, 1989, as ""National Skiing Day"".","Sen. Wirth, Timothy [D-CO]",04/21/1988,,,,55,"House - Post Office and Civil Service | Senate - Judiciary",11/07/1988,"Became Public Law No: 100-634."
"S.J.Res. 295",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/295,"100th Congress (1987-1988)",,"A joint resolution to provide for the designation of September 15, 1988, as ""National D.A.R.E. Day"".","Sen. DeConcini, Dennis [D-AZ]",04/15/1988,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",09/15/1988,"Became Public Law No: 100-432."
"S.J.Res. 294",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/294,"100th Congress (1987-1988)",,"A joint resolution designating August 9, 1988, as ""National Neighborhood Crime Watch Day"".","Sen. Trible, Paul S., Jr. [R-VA]",04/12/1988,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",08/16/1988,"Became Public Law No: 100-396."
"S.J.Res. 290",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/290,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing September 25, 1988 and ending on October 1, 1988, as "" National Historically Black Colleges Week.""","Sen. Thurmond, Strom [R-SC]",04/11/1988,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",09/26/1988,"Became Public Law No: 100-445."
"S.J.Res. 280",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/280,"100th Congress (1987-1988)",,"A joint resolution to designate the week of November 27, 1988 through December 3, 1988 as ""National Home Care Week"".","Sen. Hatch, Orrin G. [R-UT]",03/24/1988,,,,56,"House - Post Office and Civil Service | Senate - Judiciary",11/03/1988,"Became Public Law No: 100-600."
"S.J.Res. 273",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/273,"100th Congress (1987-1988)",,"A joint resolution designating October 6, 1988, as ""German-American Day"".","Sen. Lugar, Richard G. [R-IN]",03/16/1988,,,,60,"House - Post Office and Civil Service | Senate - Judiciary",08/11/1988,"Became Public Law No: 100-392."
"S.J.Res. 272",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/272,"100th Congress (1987-1988)",,"A bill to designate November, 1988, as ""National Diabetes Month"".","Sen. Durenberger, Dave [R-MN]",03/15/1988,,,,59,"House - Post Office and Civil Service | Senate - Judiciary",11/05/1988,"Became Public Law No: 100-621."
"S.J.Res. 266",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/266,"100th Congress (1987-1988)",,"A joint resolution to designate the week beginning June 12, 1988, as ""National Scleroderma Awareness Week.""","Sen. Symms, Steven D. [R-ID]",02/29/1988,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",06/16/1988,"Became Public Law No: 100-335."
"S.J.Res. 265",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/265,"100th Congress (1987-1988)",,"A joint resolution to designate March 20, 1988, as ""National Agriculture Day"".","Sen. Leahy, Patrick J. [D-VT]",02/25/1988,,,,16,"House - Post Office and Civil Service",03/23/1988,"Became Public Law No: 100-262."
"S.J.Res. 263",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/263,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing November 13, 1988, and ending November 19, 1988, as ""Geography Awareness Week"".","Sen. Bradley, Bill [D-NJ]",02/24/1988,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",08/11/1988,"Became Public Law No: 100-391."
"S.J.Res. 262",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/262,"100th Congress (1987-1988)",,"A joint resolution to designate the month of March, 1988, as ""Women's History Month.""","Sen. Hatch, Orrin G. [R-UT]",02/22/1988,,,,1,"House - Post Office and Civil Service | Senate - Judiciary",03/08/1988,"Became Public Law No: 100-257."
"S.J.Res. 261",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/261,"100th Congress (1987-1988)",,"A joint resolution designating the month of November 1988 as ""National Alzheimer's Disease Month"".","Sen. Pressler, Larry [R-SD]",02/18/1988,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",11/05/1988,"Became Public Law No: 100-620."
"S.J.Res. 260",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/260,"100th Congress (1987-1988)",,"A joint resolution to designate the week beginning April 10, 1988, as ""National Child Care Awareness Week"".","Sen. Boschwitz, Rudy [R-MN]",02/18/1988,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",04/07/1988,"Became Public Law No: 100-288."
"S.J.Res. 255",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/255,"100th Congress (1987-1988)",,"A joint resolution to authorize and request the President to issue a proclamation designating April 24, through April 30, 1988 as ""National Organ and Tissue Donor Awareness Week"".","Sen. Garn, E. J. (Jake) [R-UT]",02/17/1988,,,,60,"House - Post Office and Civil Service | Senate - Judiciary",03/30/1988,"Became Public Law No: 100-273."
"S.J.Res. 254",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/254,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing on May 15, 1988, and ending on May 21, 1988, as ""National Rural Health Awareness Week"".","Sen. Burdick, Quentin N. [D-ND]",02/16/1988,,,,61,"House - Post Office and Civil Service | Senate - Judiciary",05/19/1988,"Became Public Law No: 100-320."
"S.J.Res. 253",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/253,"100th Congress (1987-1988)",,"A joint resolution designating April 9, 1988 and April 9, 1989, as ""National Former Prisoner of War Recognition Day.""","Sen. Cranston, Alan [D-CA]",02/04/1988,,,,70,"House - Post Office and Civil Service | Senate - Judiciary",03/28/1988,"Became Public Law No: 100-269."
"S.J.Res. 252",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/252,"100th Congress (1987-1988)",,"A joint resolution designating June 5-11, 1988, as ""National NHS Neighbor Works Week"".","Sen. Proxmire, William [D-WI]",02/04/1988,,,,60,"House - Post Office and Civil Service | Senate - Judiciary",03/23/1988,"Became Public Law No: 100-261."
"S.J.Res. 251",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/251,"100th Congress (1987-1988)",,"A joint resolution designating March 4, 1988, as ""Department of Commerce Day"".","Sen. Hollings, Ernest F. [D-SC]",02/04/1988,,,,63,"House - Post Office and Civil Service | Senate - Judiciary",03/08/1988,"Became Public Law No: 100-256."
"S.J.Res. 250",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/250,"100th Congress (1987-1988)",,"A joint resolution designating the week of May 8, 1988, through May 14, 1988, as ""National Osteoporosis Prevention Week of 1988"".","Sen. Grassley, Chuck [R-IA]",02/03/1988,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",05/10/1988,"Became Public Law No: 100-315."
"S.J.Res. 249",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/249,"100th Congress (1987-1988)",,"A joint resolution designating June 14, 1988 ""Baltic Freedom Day.""","Sen. Riegle, Donald W., Jr. [D-MI]",02/02/1988,,,,62,"House - Foreign Affairs, Post Office and Civil Service | Senate - Judiciary",06/22/1988,"Became Public Law No: 100-343."
"S.J.Res. 248",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/248,"100th Congress (1987-1988)",,"A joint resolution to designate the week of October 2, 1988, through October 8, 1988, as ""Mental Illness Awareness Week"".","Sen. Quayle, Dan [R-IN]",02/01/1988,,,,61,"House - Post Office and Civil Service | Senate - Judiciary",08/11/1988,"Became Public Law No: 100-390."
"S.J.Res. 247",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/247,"100th Congress (1987-1988)",,"A joint resolution to authorize the President to proclaim the last Friday of April 1988 as ""National Arbor Day"".","Sen. Bradley, Bill [D-NJ]",02/01/1988,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",04/29/1988,"Became Public Law No: 100-303."
"S.J.Res. 246",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/246,"100th Congress (1987-1988)",,"A joint resolution to designate the month of April, 1988, as ""National Child Abuse Prevention Month.""","Sen. DeConcini, Dennis [D-AZ]",01/28/1988,,,,56,"House - Post Office and Civil Service | Senate - Judiciary",04/28/1988,"Became Public Law No: 100-299."
"S.J.Res. 245",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/245,"100th Congress (1987-1988)",,"A joint resolution to designate April 21, 1988, as ""John Muir Day.""","Sen. Cranston, Alan [D-CA]",01/28/1988,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",04/07/1988,"Became Public Law No: 100-287."
"S.J.Res. 244",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/244,"100th Congress (1987-1988)",,"A joint resolution to designate the month of April, 1988, as ""National Know Your Cholesterol Month"".","Sen. Exon, J. James [D-NE]",01/28/1988,,,,65,"House - Post Office and Civil Service | Senate - Judiciary",03/29/1988,"Became Public Law No: 100-270."
"S.J.Res. 242",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/242,"100th Congress (1987-1988)",,"A joint resolution designating the period commencing May 2, 1988, and ending on May 8, 1988, as ""Public Service Recognition Week.""","Sen. Sarbanes, Paul S. [D-MD]",01/27/1988,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",05/05/1988,"Became Public Law No: 100-309."
"S.J.Res. 240",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/240,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing on May 16, 1988 and ending on May 22, 1988, as ""National Safe Kids Week.""","Sen. Biden, Joseph R., Jr. [D-DE]",01/25/1988,,,,59,"House - Post Office and Civil Service | Senate - Judiciary",05/13/1988,"Became Public Law No: 100-317."
"S.J.Res. 235",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/235,"100th Congress (1987-1988)",,"A joint resolution deploring the Soviet Government's active persecution of religious believers in Ukraine.","Sen. DeConcini, Dennis [D-AZ]",12/17/1987,,,,38,"Senate - Foreign Relations",05/02/1988,"Became Public Law No: 100-305."
"S.J.Res. 234",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/234,"100th Congress (1987-1988)",,"A joint resolution designating the week of April 17, 1988, as ""Crime Victims Week"".","Sen. Thurmond, Strom [R-SC]",12/16/1987,,,,39,"House - Post Office and Civil Service | Senate - Judiciary",04/18/1988,"Became Public Law No: 100-291."
"S.J.Res. 229",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/229,"100th Congress (1987-1988)",,"A joint resolution to designate the day of April 1, 1988, as ""Run to Daylight Day"".","Sen. Warner, John [R-VA]",12/08/1987,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",03/28/1988,"Became Public Law No: 100-268."
"S.J.Res. 227",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/227,"100th Congress (1987-1988)",,"A joint resolution to express gratitude for law enforcement personnel.","Sen. Hollings, Ernest F. [D-SC]",12/04/1987,,,,59,"House - Post Office and Civil Service | Senate - Judiciary",04/29/1988,"Became Public Law No: 100-302."
"S.J.Res. 225",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/225,"100th Congress (1987-1988)",,"A joint resolution approving the location of the Korean War Memorial.","Sen. Johnston, J. Bennett [D-LA]",12/02/1987,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",03/28/1988,"Became Public Law No: 100-267."
"S.J.Res. 223",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/223,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing on April 10, 1988, and ending on April 16, 1988, as ""National Productivity Improvement Week.","Sen. Nunn, Sam [D-GA]",11/30/1987,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",04/07/1988,"Became Public Law No: 100-286."
"S.J.Res. 222",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/222,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing on May 1, 1988, and ending on May 7, 1988, as ""National Older Americans Abuse Prevention Week"".","Sen. DeConcini, Dennis [D-AZ]",11/19/1987,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",05/05/1988,"Became Public Law No: 100-308."
